publishdate,content_id,title_en,difficulty,mealtype,diettype,cuisine,cooking_method,steps,ingredients,#ingredients,steps_length
2018-12-20,R1547,Involtini with apricot-cashew filling and spiced cream sauce,easy,main,non-vegetarian,italian,,"Chop cashews and apricots. Peel the shallots and garlic and finely dice. In a small frying pan over medium heat, add half the butter and sauté shallots and garlic. Remove and let cool for approx. 10 min. In a bowl, mix together breadcrumbs, cashews, apricots, shallots and garlic, thyme leaves, and egg yolk. Season to taste with salt and pepper and mix well to combine. Flatten medallions with a meat tenderizer. Season with salt then fill with some apricot-cashew filling and roll tightly. Tie together with kitchen twine and set aside. Add some vegetable oil to a frying pan over medium high heat. Sear the involtini on all sides and set aside. Add remaining butter to the pan drippings, then whisk in flour. Whisk in chicken stock gradually. Add the cream, ground allspice, ground ginger, and season with salt and pepper. Add the Involtini back to the pan and cook through. Serve with the sauce and sprinkle with fresh thyme. Enjoy!","['breadcrumbs', 'cashews', 'chicken stock', 'dried apricots', 'egg yolk', 'flour', 'garlic', 'ground allspice', 'ground ginger', 'heavy cream', 'mixed meat medallions', 'pepper', 'salt', 'shallots', 'thyme', 'thyme (for garnish)', 'unsalted butter', 'vegetable oil (for frying)']",18,161
2018-12-23,R1550,Apple-marzipan tiramisu,easy,dessert,vegetarian,italian,,"Peel and core the apples, then chop into bite-sized pieces. Chop the marzipan. Caramelize sugar in a frying pan. Deglaze with white wine, then add the apple juice, and apples. Turn the heat off and stir in the marzipan, raisins, slivered almonds, and mulled wine spice. Separate the eggs, putting yolks in one bowl and the whites in another. Beat the egg whites with a pinch of salt until stiff using a hand mixer with beaters. Use the hand mixer to beat the egg yolks with confectioner’s sugar until smooth and light yellow. Add the mascarpone and some amaretto to the egg yolk-sugar mixture and beat to combine. Fold half the egg whites into the mascarpone cream, then add the second half and gently fold to combine. Mix the espresso with the remaining amaretto. Mix the cocoa powder with the cinnamon. Layer some ladyfingers into the baking dish to create an even layer. Sprinkle with some of the espresso-amaretto mixture. Then layer over some of the mascarpone cream and all of the apple-marizpan mixture. Layer once more with the ladyfingers, espresso-amaretto mixture, and mascarpone cream. Sift over the cocoa powder and cinnamon. Chill for approx. 1 hr. before serving. Enjoy!","['amaretto', 'apple juice', 'apples', 'confectioner’s sugar', 'eggs', 'espresso', 'ground cinnamon', 'ladyfingers', 'marzipan', 'mascarpone cheese', 'mulled wine spice', 'raisins', 'salt', 'slivered almonds', 'sugar', 'unsweetened cocoa powder', 'white wine']",17,200
2018-12-24,R1551,"Mini Swiss chard, tomato, and mozzarella lasagnas",easy,main,vegetarian,italian,"oven,sauteing","Preheat the oven to 180°C/350°F. Peel and dice the onion. Chop the chard, keeping the stalk and the greens separate. Toast the pine nuts in a frying pan and set aside when golden. In the same pan, add oil and sauté onions and chard stems. Add tomato sauce and simmer briefly. Set aside. Season with pepper and salt. In a small pot, melt the butter then whisk in the flour. Add the milk bit by bit while whisking. Season with freshly grated nutmeg and salt to taste. In a large pot of salted, boiling water, cook the lasagna sheets according to package instructions, then remove to an oiled bowl and set aside. Blanch chard leaves in the same water for approx. 1 min. then transfer to a bowl of cold water and set aside. Cut the lasagna into rounds to fit the ramekins. Layer each ramekin with some of the tomato mixture, a lasagna noodle, some béchamel, toasted pine nuts, and repeat, adding the chard in the middle of the layers. Finish with mozzarella, transfer to the oven, and bake at 180°C/350°F for approx. 25 min. Enjoy!","['flour', 'lasagna noodles', 'mozzarella cheese', 'nutmeg', 'olive oil', 'onion', 'pepper', 'pine nuts', 'salt', 'Swiss chard', 'tomato sauce', 'unsalted butter', 'whole milk']",13,187
2019-01-07,C299,Easy mozzarella arancini,easy,others,vegetarian,italian,frying,"Finely chop dried tomatoes and basil. Add cooked risotto, dried tomatoes, and basil to a bowl and stir to combine. Season with salt and pepper to taste. Divide mozzarella cheese into smaller pieces. With damp hands, form some of the risotto mixture around each piece of mozzarella and roll into equal-sized balls. If you want to make the breading easier, refrigerate the arancini for approx. 30 min. Prepare three shallow bowls for breading and add flour to the first one, breadcrumbs to the second, and lightly beat egg in the third. Dredge each arancini in flour, then dip in beaten egg, and finally coat with breadcrumbs. Heat vegetable oil in a small pot until it’s approx. 180°C/350°F. Add arancini in batches and deep-fry them for approx. 6 – 7 min., or until they are crispy and golden brown. Transfer to paper towels to drain and serve warm arancini with lemon wedges and yogurt for dipping. Enjoy!","['basil', 'breadcrumbs', 'egg', 'flour', 'jarred sun-dried tomatoes', 'lemon (for serving)', 'mozzarella cheese', 'pepper', 'risotto rice (cooked)', 'salt', 'vegetable oil (for deep frying)', 'yogurt (for serving)']",12,156
2019-01-20,R1516,Winter minestrone with kale and pumpkin,easy,main,vegetarian,italian,,"Peel and deseed butternut squash. Finely dice butternut squash, carrots, and celery. Peel and finely dice onions and garlic. Wash and chop kale. Pluck herb leaves and finely chop them. Heat olive oil in a large pot over medium heat. Add onions, carrots, butternut squash, and celery and fry for approx. 5 min. Add garlic and fry for another approx. 1 – 2 min. Add tomato paste and chopped herbs and keep frying for approx. 3 min. Deglaze with white wine and add vegetable broth, canned crushed tomatoes, and bay leaf. Let simmer for approx. 15 min. Add kale, canned white beans, and ditalini and let simmer until the pasta is al dente. Season with salt and pepper to taste. Remove bay leaf and drizzle the minestrone with olive oil before serving. Enjoy!","['bay leaf', 'butternut squash', 'canned crushed tomatoes', 'canned white beans', 'carrots', 'celery', 'garlic', 'kale', 'olive oil', 'olive oil (for serving)', 'onions', 'penne', 'pepper', 'rosemary', 'sage leaves', 'salt', 'thyme', 'tomato paste', 'vegetable broth', 'white wine']",20,133
2019-01-29,R1560,"Endive, burrata, and beet salad with candied walnuts",easy,salad,vegetarian,italian,glazing,"Trim the endive ends and separate the leaves, leaving them whole. Cut cooked red beet into small cubes. Peel mixed beets and cut into thin slices. Thinly slice the chives. Peel garlic and grate into a large bowl. Add Dijon mustard, sherry vinegar, balsamic vinegar, and some sugar to the bowl. Season with flaky sea salt and pepper. Whisk together until well combined. Then, whisk in the olive oil and walnut oil. Toss the beets with the dressing and set aside. Melt remaining sugar and water in a frying pan and let caramelize over medium heat. Once amber in color, add walnuts and toss to combine. Transfer the caramelized walnuts onto a piece of parchment paper and sprinkle with flaky sea salt. Allow to cool completely, then chop. Arrange the endive and mixed beets on a large plate. Add cubed red beet and place burrata cheese in the center. Top with candied walnuts and chives. Sprinkle with flaky sea salt and pepper. Enjoy!","['balsamic vinegar', 'burrata cheese', 'chives', 'Dijon mustard', 'endives', 'flaky sea salt', 'garlic', 'mixed beets', 'olive oil', 'pepper', 'red beet', 'sherry vinegar', 'sugar', 'walnut oil', 'walnuts', 'water']",16,163
2019-02-04,R1572,Pesto baked rigatoni with mushrooms,easy,main,vegetarian,italian,"blending,oven","In a pot, bring salted water to a boil and cook rigatoni according to package instructions, removing them  few minutes ahead of the recommended cooking time – they shouldn’t be al dente yet. In the meantime, clean and slice button mushrooms and halve cherry tomatoes. Add jarred sun-dried tomatoes, garlic, cashews, olive oil, and lemon juice to a food processor and mix on high level until a creamy pesto forms. Season with salt and pepper to taste. Preheat oven to 175°C/350°F. Heat vegetable oil in a large frying pan and fry button mushrooms for approx. 5 min. Add cherry tomatoes, balsamic vinegar, and honey and keep frying for approx. 3 min. Add pesto and heavy cream, stir to combine, and let simmer for approx. 3 – 4 min. Finally, add pre-cooked rigatoni and toss to coat. Transfer the pesto and pasta mixture to a baking dish and top with grated Parmesan cheese. Bake at 175°C/350°F for approx. 15 min., or until the Parmesan cheese is golden brown. Serve with fresh basil on top. Enjoy!","['balsamic vinegar', 'basil (for serving)', 'button mushrooms', 'cashews', 'cherry tomatoes', 'garlic', 'heavy cream', 'honey', 'jarred sun-dried tomatoes', 'lemon juice', 'olive oil', 'Parmesan cheese (grated)', 'pepper', 'rigatoni', 'salt', 'vegetable oil (for frying)']",16,174
2019-02-09,R1566,Zabaglione with sour cherries,easy,dessert,vegetarian,italian,,"Heat a saucepan over medium-high heat and add some sugar. Let caramelize. Add liquid from jarred sour cherries. Dissolve starch in water, then slowly whisk in to the saucepan. Once thickened, add sour cherries. Transfer to serving glasses. Add egg yolks to a bowl set over a pot of simmering water. Whisk in remaining sugar and Marsala wine. Heat over simmering water, whisking constantly until the mixture is creamy and light. Pour over the sour cherries. Garnish with amaretti cookies, fresh lemon zest, and rose petals, if desired. Enjoy!","['amaretti cookie (for garnish)', 'egg yolks', 'jarred pitted sour cherries', 'lemon zest (for garnish)', 'Marsala wine', 'starch', 'sugar', 'unsprayed rose (for garnish)', 'water']",9,89
2019-02-20,R1268,5-ingredient Italian sausage ragu with polenta,easy,main,non-vegetarian,italian,frying,"Peel and finely slice onion. Remove thyme leaves from the stems and finely chop. Heat some olive oil in a large frying pan over medium heat. Remove skin from the Italian sausage, add it to the frying pan and break up with a cooking spoon as it browns. Season with salt and pepper and fry for approx. 8 min., or until the sausage is well browned and crispy, then remove from the frying pan with a slotted spoon. Drain most of the grease. Drain half of the fat from the frying pan, add sliced onion and sauté for approx. 5 min., until translucent. Add chopped thyme, tomatoes, and browned Italian sausage. Reduce heat and let simmer while you make the polenta. Meanwhile, add water to a pot and bring to a simmer. Pour in polenta, reduce heat and keep whisking constantly for a smooth texture, approx. 5 min. Turn heat to low and cook for approx. 10 min. more, or until thickened and cooked. Remove from heat, add butter and season with salt. Serve polenta in a bowl, top with sausage ragu, and garnish with fresh thyme. Enjoy!","['canned crushed tomatoes', 'Italian sausages', 'olive oil (for frying)', 'onion', 'pepper', 'polenta', 'salt', 'thyme', 'thyme (for garnish)', 'unsalted butter', 'water']",11,188
2019-03-05,R1564,"Tarte flambée with Swiss chard, mushrooms, and bacon",easy,main,non-vegetarian,italian,oven,"Wash the Swiss chard and shake it dry, then slice off the chard stems. Trim the stems and chop roughly. Chop leaves into fine strips. Cut mushrooms into thin slices and roughly cut bacon slices into pieces. Finely dice the onion and mince the garlic. Heat vegetable oil in a frying pan and sauté chopped Swiss chard stems over medium heat for approx. 3 – 4 min. Season with salt and pepper. Preheat the oven to 210°C/410°F convection heat. Unfold dough, transfer onto a baking sheet and spread with crème fraîche and season with nutmeg. Top with sautéed Swiss chard, onion, mushrooms, and bacon. Bake in preheated oven at 210°C/410°F for approx. 15 – 18 min. until golden brown. In the meantime, marinate chopped Swiss chard leaves in a bowl with lemon juice and a pinch of salt and pepper. Remove tarte flambée from the oven and top with marinated Swiss chard leaves. Enjoy!","['bacon', 'button mushrooms', 'crème fraîche', 'garlic', 'ground nutmeg', 'lemon juice', 'pepper', 'puff pastry', 'red onion', 'salt', 'Swiss chard', 'vegetable oil']",12,154
